target_r,stage,prefix,J_k,D_k,R_k
0.1,linear,27,6.554647357294602e-16,1.4458762524817972e-16,4.533339105641837
0.1,linear,28,7.030600618784887e-16,1.5035269886771178e-16,4.6760721102657286
0.1,linear,29,7.519292396026477e-16,1.5612454693130688e-16,4.816214069998157
0.1,linear,30,8.020711930361274e-16,1.6190989477268706e-16,4.953812082715469
0.1,linear,31,8.533800114423811e-16,1.6770095542354494e-16,5.088700951566361
0.1,linear,32,9.058335843271347e-16,1.7349697301292265e-16,5.221033938497965
0.1,linear,33,9.593891075689608e-16,1.7929977806396757e-16,5.350754573866154
0.1,linear,34,1.0139868097794411e-15,1.85107723185793e-16,5.477820116461054
0.1,linear,35,1.0696404092643396e-15,1.9092118563427739e-16,5.6025233957708025
0.1,linear,36,1.1262042055718875e-15,1.9673733811938817e-16,5.724405018067599
0.1,linear,37,1.1837213295229855e-15,2.0255706366458785e-16,5.84389064546817
0.1,linear,38,1.2421093338517127e-15,2.0837897813852367e-16,5.960818816502681
0.1,linear,39,1.3013855415196925e-15,2.1420551654777586e-16,6.0754062850171024
0.1,linear,40,1.3614567493164156e-15,2.200379565488149e-16,6.187372263722962
0.1,linear,41,1.422260701312538e-15,2.2587020313362696e-16,6.296805340326873
0.1,linear,42,1.4838543903775572e-15,2.31704520707836e-16,6.404080446270615
0.1,linear,43,1.5461672903767418e-15,2.375406376396236e-16,6.5090643257532
0.1,linear,44,1.6090909526760879e-15,2.4337494664209626e-16,6.6115718765514275
0.1,linear,45,1.672708278351807e-15,2.492130028040941e-16,6.711962295429344
0.1,linear,46,1.7369757397544105e-15,2.550547491349766e-16,6.810207399177624
0.1,linear,47,1.8017625068618e-15,2.6089504660898764e-16,6.906081699443544
0.1,linear,48,1.867079719221232e-15,2.667391301878673e-16,6.999646875605493
0.1,linear,49,1.933008883466758e-15,2.725839755579109e-16,7.091425236976512
0.1,linear,50,1.999447666842588e-15,2.7843109168770107e-16,7.181122103580461
0.1,linear,51,2.0663757427765942e-15,2.842792229200316e-16,7.268824367645998
0.1,linear,52,2.1337462227526882e-15,2.9012613728399844e-16,7.354546690372844
0.1,linear,53,2.201617492788838e-15,2.9597313878103555e-16,7.438571965875663
0.1,linear,54,2.2698496666343905e-15,3.0181997896835295e-16,7.520541464461481
0.1,linear,55,2.3384773775612757e-15,3.076691449186057e-16,7.600623644531931
0.1,linear,56,2.4075268696217653e-15,3.1351752778036616e-16,7.679082208470181
0.1,linear,57,2.47693924201458e-15,3.1936883039111705e-16,7.755732577224837
0.1,linear,58,2.5467186897332443e-15,3.2522016220083856e-16,7.830752781435879
0.1,linear,59,2.616809096966517e-15,3.310696037904869e-16,7.9041055627158405
0.1,linear,60,2.687181047939046e-15,3.369193658197905e-16,7.975739362445404
0.1,linear,61,2.757836695942775e-15,3.42769313669545e-16,8.045751430950828
0.1,linear,62,2.8288510412085034e-15,3.48618847219402e-16,8.114452399150343
0.1,linear,63,2.90006143111892e-15,3.5446979475104645e-16,8.18140635411745
0.1,linear,64,2.9715545250654643e-15,3.603216426770301e-16,8.246949872308894
0.1,bf16,1,4.48634637605575e-18,4.48634637605575e-18,1.0
0.1,bf16,2,7.633103265984928e-18,9.092044183230222e-18,0.8395365345962318
0.1,bf16,3,1.1641152141856024e-17,1.3749758108219605e-17,0.846644140953792
0.1,bf16,4,1.7460706340218873e-17,1.857583706742955e-17,0.9399687495555221
0.1,bf16,5,2.4916200971898326e-17,2.350446305580247e-17,1.0600625469615799
0.1,bf16,6,3.4101785230223824e-17,2.852347343600539e-17,1.19556916189516
0.1,bf16,7,4.510189292243828e-17,3.362068352121919e-17,1.3414924444939647
0.1,bf16,8,5.797876991624155e-17,3.8792903810574064e-17,1.4945715381182128
0.1,bf16,9,7.276248102713595e-17,4.403101347877015e-17,1.6525279633233714
0.1,bf16,10,8.95119092142045e-17,4.9332238510600063e-17,1.8144708595571026
0.1,bf16,11,1.0821285718343208e-16,5.468700993591828e-17,1.9787671205691237
0.1,bf16,12,1.2887733656936782e-16,6.009219405167481e-17,2.1446601942765295
0.1,bf16,13,1.5149466623420449e-16,6.55405263139059e-17,2.311465512324723
0.1,bf16,14,1.7605713871602965e-16,7.102966174775796e-17,2.47864250489109
0.1,bf16,15,2.0251191983968915e-16,7.65522447356422e-17,2.6454079895243225
0.1,bf16,16,2.308924581705249e-16,8.210992062210262e-17,2.811992222391365
0.1,bf16,17,2.611112353575794e-16,8.769698753105181e-17,2.977425367834043
0.1,bf16,18,2.9315118308862323e-16,9.331034745010723e-17,3.1416792574410928
0.1,bf16,19,3.269443292458812e-16,9.894657339098565e-17,3.304251153336725
0.1,bf16,20,3.6249585078692305e-16,1.0460745624312391e-16,3.4652964884685336
0.1,bf16,21,3.9970708356573045e-16,1.1028610050657327e-16,3.624274334932235
0.1,bf16,22,4.3855217850988026e-16,1.159810265029007e-16,3.78124070577106
0.1,bf16,23,4.790098227767715e-16,1.2169553334017843e-16,3.9361331482708066
0.1,bf16,24,5.209736994039964e-16,1.2742297828660113e-16,4.08853808323501
0.1,bf16,25,5.644127199015829e-16,1.331616413171624e-16,4.238553342529575
0.1,bf16,26,6.092825743487579e-16,1.389130029907091e-16,4.386073018589257
0.1,bf16,27,6.55548608740022e-16,1.4467614459603825e-16,4.531145135021612
0.1,bf16,28,7.031467894749193e-16,1.50445139261692e-16,4.673775390322379
0.1,bf16,29,7.520187675303865e-16,1.5622125702027093e-16,4.813805636148518
0.1,bf16,30,8.02165344215342e-16,1.620108874910456e-16,4.951305166201734
0.1,bf16,31,8.534780012173892e-16,1.6780625493018063e-16,5.08609170482052
0.1,bf16,32,9.059344744074906e-16,1.7360677111570502e-16,5.2183130219253115
0.1,bf16,33,9.594941312385725e-16,1.794137970290822e-16,5.347939495885273
0.1,bf16,34,1.0140945245724652e-15,1.8522563503919495e-16,5.474914551421979
0.1,bf16,35,1.0697516112486463e-15,1.9104324027489663e-16,5.599526105762002
0.1,bf16,36,1.1263181908202407e-15,1.9686380159740943e-16,5.721306719066539
0.1,bf16,37,1.1838364203642019e-15,2.026875407156071e-16,5.840696552854497
0.1,bf16,38,1.2422284705985805e-15,2.085134640278932e-16,5.957545602102728
0.1,bf16,39,1.3015089406482444e-15,2.1434440702384828e-16,6.07204525986739
0.1,bf16,40,1.3615823889571615e-15,2.201803963228826e-16,6.18394013134791
0.1,bf16,41,1.4223885819700252e-15,2.260162442715046e-16,6.293302441842917
0.1,bf16,42,1.4839843570678008e-15,2.31853890902656e-16,6.400515217969115
0.1,bf16,43,1.5462985620596245e-15,2.3769303919548934e-16,6.505443185434975
0.1,bf16,44,1.609225337347056e-15,2.435303175788202e-16,6.607905550922708
0.1,bf16,45,1.672845501091453e-15,2.4937160026610907e-16,6.708243838938871
0.1,bf16,46,1.7371149415248232e-15,2.5521646685580828e-16,6.806437542708618
0.1,bf16,47,1.8019045944756417e-15,2.6105959105430133e-16,6.90227310629947
0.1,bf16,48,1.8672230660403776e-15,2.6690636652996353e-16,6.995798153172786
0.1,bf16,49,1.93315399580911e-15,2.7275378790672973e-16,7.087542250632893
0.1,bf16,50,1.999593753373682e-15,2.7860340581024225e-16,7.177204986272178
0.1,bf16,51,2.066523662623249e-15,2.8445397019787757e-16,7.264878958046156
0.1,bf16,52,2.133896701646962e-15,2.9030357409976436e-16,7.350569858687435
0.1,bf16,53,2.2017696895171362e-15,2.9615299881080204e-16,7.434568275041312
0.1,bf16,54,2.2700042824161128e-15,3.0200238388777977e-16,7.516511138731995
0.1,bf16,55,2.3386357247766834e-15,3.0785376138612626e-16,7.5965799938479375
0.1,bf16,56,2.4076880515113193e-15,3.1370452115137663e-16,7.675018653459255
0.1,bf16,57,2.477102202348884e-15,3.195580337829859e-16,7.751650531280656
0.1,bf16,58,2.546882777240544e-15,3.2541145928850626e-16,7.826653624335046
0.1,bf16,59,2.6169736919588526e-15,3.312629198373053e-16,7.899989812455131
0.1,bf16,60,2.687348624962765e-15,3.371149121593587e-16,7.971610059457766
0.1,bf16,61,2.7580056055976533e-15,3.429669465064371e-16,8.041607605897639
0.1,bf16,62,2.8290207235381037e-15,3.4881843673729215e-16,8.110295860504477
0.1,bf16,63,2.9002308443244416e-15,3.546711404304194e-16,8.17723945851585
0.1,bf16,64,2.9717243856361147e-15,3.60525028802761e-16,8.242768596412512
0.1,norm,1,2.0573292566043664e-10,2.0573292566043664e-10,1.0
0.1,norm,2,3.9002646233881595e-10,4.6255909329755555e-10,0.8431927249734539
0.1,norm,3,5.959212845240425e-10,7.063982984431725e-10,0.8436052094652412
0.1,norm,4,8.835353983246424e-10,9.450423804728108e-10,0.9349161652227743
0.1,norm,5,1.2278688299224179e-09,1.1637804373842187e-09,1.0550691440408193
0.1,norm,6,1.5688693968367126e-09,1.3280811645296938e-09,1.1813053589930913
0.1,norm,7,1.9713207124027622e-09,1.4878379083029202e-09,1.3249566376832806
0.1,norm,8,2.371102461766824e-09,1.617802655289099e-09,1.465631456355294
0.1,norm,9,2.859892719260243e-09,1.7679996790334117e-09,1.6175866733323072
0.1,norm,10,3.2948829669395433e-09,1.876543225598235e-09,1.7558257768824628
0.1,norm,11,3.7794390951010415e-09,1.9880375875813424e-09,1.9010903610223628
0.1,norm,12,4.222959586706883e-09,2.074664755957929e-09,2.0354901072954448
0.1,norm,13,4.66021825901727e-09,2.1494833030059108e-09,2.168064414596876
0.1,norm,14,5.155179713087609e-09,2.234129702864545e-09,2.307466619542172
0.1,norm,15,5.651046212356508e-09,2.315069209911308e-09,2.440983702847054
0.1,norm,16,6.12576096886648e-09,2.3848725655634626e-09,2.568590480397084
0.1,norm,17,6.61201440973141e-09,2.451872628657425e-09,2.6967201854004785
0.1,norm,18,7.115431450160911e-09,2.519136800154152e-09,2.824551429571233
0.1,norm,19,7.660025850653514e-09,2.5938613421555853e-09,2.9531362090032833
0.1,norm,20,8.125385840613023e-09,2.6477374755761638e-09,3.0688034276679526
0.1,norm,21,8.637872282544441e-09,2.707651347534232e-09,3.1901715449482313
0.1,norm,22,9.156970784428149e-09,2.767072793633934e-09,3.3092627000977832
0.1,norm,23,9.724289586405963e-09,2.8350055180372845e-09,3.4300778339007363
0.1,norm,24,1.0285685679114685e-08,2.899752335013396e-09,3.5470910928905823
0.1,norm,25,1.0875859357155569e-08,2.9667543721963045e-09,3.665911630258797
0.1,norm,26,1.1427073358355718e-08,3.024874188084341e-09,3.7777020291850576
0.1,norm,27,1.2124230976785306e-08,3.1105492091041454e-09,3.8977782255620217
0.1,norm,28,1.2803409626231742e-08,3.1888189960689555e-09,4.015094504271097
0.1,norm,29,1.3464487428885904e-08,3.261367240388338e-09,4.128479388074879
0.1,norm,30,1.415203582175844e-08,3.336074416885766e-09,4.242122342992996
0.1,norm,31,1.4857438274317878e-08,3.4118729815339123e-09,4.354628192412444
0.1,norm,32,1.555226700550937e-08,3.4823131463945264e-09,4.46607365613046
0.1,norm,33,1.6275090193908067e-08,3.555715519608372e-09,4.577163190968836
0.1,norm,34,1.705572694627042e-08,3.6377940163639264e-09,4.688480675252218
0.1,norm,35,1.781343754291928e-08,3.7133411237362304e-09,4.797145468013463
0.1,norm,36,1.8571166545331198e-08,3.786905813149189e-09,4.904047647778022
0.1,norm,37,1.9350844982570616e-08,3.862673841221266e-09,5.009702029735039
0.1,norm,38,2.014824805110083e-08,3.941040153286797e-09,5.112418871017425
0.1,norm,39,2.092057798112844e-08,4.0132889909932145e-09,5.212826195192832
0.1,norm,40,2.1784315884041434e-08,4.1000694354318465e-09,5.313157795764735
0.1,norm,41,2.2676394380075923e-08,4.188707010840781e-09,5.413697907585135
0.1,norm,42,2.360430075361943e-08,4.281445932508484e-09,5.513161003481307
0.1,norm,43,2.4592236652999562e-08,4.3836253468075744e-09,5.610022460270046
0.1,norm,44,2.5624210088502468e-08,4.490443840695056e-09,5.706386940257604
0.1,norm,45,2.6633293366377433e-08,4.590119738876457e-09,5.802309064141446
0.1,norm,46,2.765044181555785e-08,4.689369931308776e-09,5.89640873306849
0.1,norm,47,2.8747622587935203e-08,4.798928332435159e-09,5.990425485964189
0.1,norm,48,2.987584709197145e-08,4.9126766607679595e-09,6.0813786770369695
0.1,norm,49,3.1054492691783355e-08,5.032378711864323e-09,6.170937139243787
0.1,norm,50,3.22801145325458e-08,5.157453073669282e-09,6.258925495095205
0.1,norm,51,3.354370215388542e-08,5.28567847529686e-09,6.346148807698997
0.1,norm,52,3.477616662072805e-08,5.403931255867869e-09,6.435345857326791
0.1,norm,53,3.609070373902892e-08,5.532964929403732e-09,6.522850623403153
0.1,norm,54,3.738600834740316e-08,5.656946814394708e-09,6.608866862999393
0.1,norm,55,3.881080385331639e-08,5.799824398913001e-09,6.6917205046053265
0.1,norm,56,4.017987802047293e-08,5.930621387383719e-09,6.774986193849444
0.1,norm,57,4.166479811297885e-08,6.077934008120647e-09,6.855092216748498
0.1,norm,58,4.3180743464886286e-08,6.226253212255137e-09,6.935269413697087
0.1,norm,59,4.4728946538811395e-08,6.378173954372848e-09,7.012813833361416
0.1,norm,60,4.6284623768918467e-08,6.5266814533158136e-09,7.091601466991167
0.1,norm,61,4.7868559419800486e-08,6.67673321604946e-09,7.169458157281851
0.1,norm,62,4.9519862382826975e-08,6.833990972775943e-09,7.246111763989085
0.1,norm,63,5.127002210320491e-08,7.007035264835374e-09,7.316935075309553
0.1,norm,64,5.29283773329792e-08,7.160513717154437e-09,7.391701129791669
0.1,ns,1,1.267267193886694e-06,1.267267193886694e-06,1.0
0.1,ns,2,2.3681373100936364e-06,2.529138743152031e-06,0.9363413994213141
0.1,ns,3,3.6606454203850224e-06,3.7831093703451847e-06,0.9676287577303142
0.1,ns,4,5.272877226737036e-06,5.030915312394742e-06,1.0480950084264327
0.1,ns,5,7.188860524893638e-06,6.284984037414848e-06,1.1438152399589185
0.1,ns,6,9.433477869440263e-06,7.540029436024139e-06,1.2511195015194185
0.1,ns,7,1.2028649614407111e-05,8.79627579952407e-06,1.367470721536259
0.1,ns,8,1.4892059358030231e-05,1.0040771996779263e-05,1.48315880121639
0.1,ns,9,1.812047562016081e-05,1.1290730208888691e-05,1.604898468470654
0.1,ns,10,2.1617500436597733e-05,1.2535107981191928e-05,1.724556379492966
0.1,ns,11,2.5394583996077243e-05,1.3775804647136432e-05,1.8434192881325449
0.1,ns,12,2.952000708418697e-05,1.5025450094810705e-05,1.9646670747242512
0.1,ns,13,3.403353845125778e-05,1.628233873738115e-05,2.090211916125001
0.1,ns,14,3.877632054903315e-05,1.752756540210208e-05,2.2123049984102585
0.1,ns,15,4.388111399872548e-05,1.8779841497758306e-05,2.3366072607142843
0.1,ns,16,4.927301327115458e-05,2.0035303863276155e-05,2.459309507227883
0.1,ns,17,5.498358655158524e-05,2.1290376901300315e-05,2.5825558094383525
0.1,ns,18,6.103175045950414e-05,2.2544867060152087e-05,2.7071239895389487
0.1,ns,19,6.724835218326216e-05,2.379119184787421e-05,2.8266071163337254
0.1,ns,20,7.386476511390474e-05,2.505631911273364e-05,2.947949568393173
0.1,ns,21,8.06977883610305e-05,2.6319225622686858e-05,3.06611560377635
0.1,ns,22,8.778563603320599e-05,2.7581972590607503e-05,3.1827178329913814
0.1,ns,23,9.508037871562591e-05,2.883122575864761e-05,3.297826443855152
0.1,ns,24,0.00010271629143303371,3.0084862367425484e-05,3.414218425817039
0.1,ns,25,0.00011048269886180826,3.133585499913313e-05,3.5257598321432315
0.1,ns,26,0.00011852597567254056,3.2590837681881513e-05,3.6367882540936853
0.1,ns,27,0.00012664719894063902,3.383098771938717e-05,3.7435264968058455
0.1,ns,28,0.0001349803464357433,3.507012072388118e-05,3.84887031038441
0.1,ns,29,0.00014356070030801873,3.631574546818729e-05,3.9531255233016864
0.1,ns,30,0.00015223723841481586,3.756730956386565e-05,4.052385975525013
0.1,ns,31,0.00016107346689288898,3.881076553656041e-05,4.150226481390969
0.1,ns,32,0.00017012999948199758,4.005269383091482e-05,4.247654357537423
0.1,ns,33,0.00017935143297640097,4.129722449261727e-05,4.342941570043375
0.1,ns,34,0.0001887500758861983,4.2531905561125276e-05,4.437846679945569
0.1,ns,35,0.00019833463316383223,4.377585057202262e-05,4.53068599632394
0.1,ns,36,0.00020810349554303912,4.502661301677085e-05,4.621788795562478
0.1,ns,37,0.0002180853831372118,4.627462119818817e-05,4.712850748214244
0.1,ns,38,0.0002280330639398919,4.752507614160193e-05,4.798163042610658
0.1,ns,39,0.00023823736689724084,4.878434867175224e-05,4.883479504876288
0.1,ns,40,0.0002484410722674677,5.003200379631946e-05,4.965643056769674
0.1,ns,41,0.000258651473934246,5.12788424332264e-05,5.044019358881849
0.1,ns,42,0.0002691996755477975,5.2531867331392195e-05,5.124502311131973
0.1,ns,43,0.00027983493129106956,5.37775843825274e-05,5.203560823791656
0.1,ns,44,0.0002905590292558201,5.502172329644645e-05,5.280805686334904
0.1,ns,45,0.00030152650554359205,5.6278448178876124e-05,5.3577615463954595
0.1,ns,46,0.0003125990643053302,5.753480130572071e-05,5.433217065342474
0.1,ns,47,0.00032354079351899344,5.879336939478585e-05,5.503014997260678
0.1,ns,48,0.00033475063535763817,6.0055320365096864e-05,5.574037959044667
0.1,ns,49,0.0003460929151018859,6.13100594301625e-05,5.644961337806497
0.1,ns,50,0.00035753443976644376,6.256779095713281e-05,5.714352932987549
0.1,ns,51,0.00036906538225342967,6.381859903940597e-05,5.7830379827915595
0.1,ns,52,0.00038053284892484724,6.506862449152233e-05,5.848177242081184
0.1,ns,53,0.00039222462500695064,6.632200827218427e-05,5.913943730371797
0.1,ns,54,0.0004040086914510098,6.757553367276707e-05,5.978623763556383
0.1,ns,55,0.0004158788525008979,6.88360621653577e-05,6.041584010164257
0.1,ns,56,0.00042792759521256645,7.009193262546915e-05,6.10523321562789
0.1,ns,57,0.00043993868784568104,7.134997553482012e-05,6.165926260633163
0.1,ns,58,0.00045204949369675855,7.260834727894572e-05,6.225861221714374
0.1,ns,59,0.0004641050766876482,7.386829314948234e-05,6.282872622337025
0.1,ns,60,0.0004762592472363695,7.513523597077825e-05,6.338693704530284
0.1,ns,61,0.0004884880512225705,7.640128046732434e-05,6.393715501031287
0.1,ns,62,0.0005009396970780631,7.766630198555178e-05,6.449897629621307
0.1,ns,63,0.0005133450799113888,7.892687369626194e-05,6.5040594650552
0.1,ns,64,0.0005258407537100384,8.019566672541599e-05,6.556972155496606
0.1,scale,1,9.732673108158423e-06,9.732673108158423e-06,1.0
0.1,scale,2,1.818739376882906e-05,1.9423917781986887e-05,0.9363401334871516
0.1,scale,3,2.8113936481282617e-05,2.905448878208115e-05,0.9676279865788379
0.1,scale,4,4.049595069271928e-05,3.8637674132406184e-05,1.0480949384775344
0.1,scale,5,5.521082001906184e-05,4.8268981310677404e-05,1.1438157284427475
0.1,scale,6,7.24497450402587e-05,5.790782785795147e-05,1.2511217864703665
0.1,scale,7,9.238091570284792e-05,6.755591998002768e-05,1.3674732833208332
0.1,scale,8,0.00011437224115847635,7.711377347678729e-05,1.4831622938657587
0.1,scale,9,0.00013916663953001573,8.671352312369448e-05,1.6049012255158668
0.1,scale,10,0.00016602402011888894,9.627042386231585e-05,1.724558939891377
0.1,scale,11,0.00019503238249749755,0.0001057990816949356,1.8434222620179261
0.1,scale,12,0.00022671591283953877,0.00011539643510583307,1.9646699885625731
0.1,scale,13,0.0002613802216047415,0.0001250494121588174,2.0902155163494807
0.1,scale,14,0.00029780516963107806,0.00013461282614255106,2.212309021101088
0.1,scale,15,0.0003370104202859507,0.0001442303820141541,2.336611853755459
0.1,scale,16,0.00037842086465180596,0.00015387245467729326,2.4593151870192984
0.1,scale,17,0.00042227858947658663,0.00016351149371467212,2.582562117703258
0.1,scale,18,0.000468729123653119,0.00017314607907155039,2.7071310315922474
0.1,scale,19,0.0005164729894486102,0.00018271789010281317,2.826614236613596
0.1,scale,20,0.0005672875791633615,0.0001924341503520585,2.9479568887617305
0.1,scale,21,0.0006197656066389727,0.00020213333947668123,3.0661226309501055
0.1,scale,22,0.0006742009118743252,0.00021183127407101355,3.1827260390659244
0.1,scale,23,0.0007302250504860858,0.00022142558079603128,3.2978350914149392
0.1,scale,24,0.0007888693397629364,0.0002310535282285848,3.414227628597369
0.1,scale,25,0.0008485159391292917,0.00024066125184083758,3.5257688250140973
0.1,scale,26,0.0009102889436477192,0.00025029954835700477,3.6367981869042962
0.1,scale,27,0.0009726604265382812,0.00025982393981424407,3.74353659340885
0.1,scale,28,0.001036659788448882,0.00026934058991273684,3.8488806636413306
0.1,scale,29,0.0011025573855589013,0.00027890706393573215,3.953135392128185
0.1,scale,30,0.0011691935875454526,0.0002885191241002377,4.052395456251454
0.1,scale,31,0.0012370564868152668,0.0002980689430728893,4.15023609659581
0.1,scale,32,0.001306611243209737,0.0003076070163845859,4.247663979082145
0.1,scale,33,0.0013774328927005901,0.00031716512474619683,4.3429519364805484
0.1,scale,34,0.0014496151731318663,0.0003266475217303714,4.437857558057457
0.1,scale,35,0.0015232252944198605,0.0003362010867328696,4.530697117080253
0.1,scale,36,0.0015982504842700584,0.0003458070064864745,4.621799021682259
0.1,scale,37,0.0016749123346940372,0.00035539177484470813,4.712861842190653
0.1,scale,38,0.0017513111576809921,0.000364995331080088,4.798174136908935
0.1,scale,39,0.0018296810731397647,0.00037466660950811944,4.883491153753624
0.1,scale,40,0.0019080461984369575,0.0003842486695354757,4.965654665099101
0.1,scale,41,0.001986462877758146,0.0003938244749701248,5.044031044309365
0.1,scale,42,0.002067473594684467,0.00040344772492243423,5.124514198418033
0.1,scale,43,0.0021491531339583093,0.00041301489414183746,5.203572956911931
0.1,scale,44,0.0022315147346989666,0.0004225699308410159,5.280817615815009
0.1,scale,45,0.002315745613123455,0.00043222160754135137,5.357773819537478
0.1,scale,46,0.0024007836321670796,0.0004418704794449873,5.4332292919467955
0.1,scale,47,0.0024848166087527183,0.00045153630358876946,5.503027307004158
0.1,scale,48,0.0025709091842176872,0.00046122813893217804,5.574051032900511
0.1,scale,49,0.0026580184926667974,0.00047086461892019557,5.644973917900787
0.1,scale,50,0.0027458897664676724,0.00048052405381744624,5.714364857811782
0.1,scale,51,0.0028344479069053537,0.0004901303215264898,5.783049491975089
0.1,scale,52,0.0029225189009854727,0.000499730603547761,5.84818876458135
0.1,scale,53,0.0030123124873802274,0.0005093566813971482,5.913954989492934
0.1,scale,54,0.0031028150379953548,0.0005189838465966028,5.978635093063155
0.1,scale,55,0.0031939793278267705,0.000528664797342223,6.041596383727432
0.1,scale,56,0.003286514746234197,0.0005383099408334457,6.105246247442144
0.1,scale,57,0.00337876097021974,0.0005479717570020983,6.1659399906021095
0.1,scale,58,0.003471772963510307,0.0005576361213868674,6.225875316103704
0.1,scale,59,0.0035643607427121426,0.0005673125667293422,6.282886986377396
0.1,scale,60,0.003657705460486953,0.0005770427491936054,6.338707947718697
0.1,scale,61,0.003751623652889922,0.0005867660428378369,6.393730003095543
0.1,scale,62,0.0038472530038464506,0.000596481473320386,6.449911985413819
0.1,scale,63,0.0039425273658221585,0.0006061627079188213,6.504074424766743
0.1,scale,64,0.004038494926746634,0.0006159070471252656,6.556987690912505
1.0,linear,1,4.485279788762236e-16,4.485279788762236e-16,1.0
1.0,linear,2,7.631182143852536e-16,9.090108889010004e-16,0.8395039308141491
1.0,linear,3,1.1638249255817748e-15,1.3746853483316542e-15,0.846611864303505
1.0,linear,4,1.7456837754621247e-15,1.8571845441009324e-15,0.9399624722308975
1.0,linear,5,2.4911171611811045e-15,2.349927547894393e-15,1.0600825388907082
1.0,linear,6,3.409504869109154e-15,2.8516639846990965e-15,1.19561943041088
1.0,linear,7,4.509344118996591e-15,3.361221253848296e-15,1.3415790804707657
1.0,linear,8,5.796823095158373e-15,3.878234142472591e-15,1.4947068387837392
1.0,linear,9,7.275012980808931e-15,4.401862080199895e-15,1.6527126130400167
1.0,linear,10,8.949725342423361e-15,4.931719416054095e-15,1.8147271950000963
1.0,linear,11,1.0819565893466544e-14,5.4669384754431836e-15,1.9790904803605722
1.0,linear,12,1.2885668392846783e-14,6.007109356956176e-15,2.145069721083952
1.0,linear,13,1.5147038416968077e-14,6.551569382386914e-15,2.3119710000613014
1.0,linear,14,1.7602956656301552e-14,7.100125628403402e-15,2.479245801776033
1.0,linear,15,2.0248104335928537e-14,7.652014363862976e-15,2.646114261305001
1.0,linear,16,2.3085770482381666e-14,8.207362724383372e-15,2.812812258655977
1.0,linear,17,2.6107164003652544e-14,8.765609314686711e-15,2.9783627203085805
1.0,linear,18,2.931081407138111e-14,9.326500291840845e-15,3.142745204975038
1.0,linear,19,3.268968671650557e-14,9.889708324081153e-15,3.3054247552384464
1.0,linear,20,3.6244393886033224e-14,1.0455242798519425e-14,3.466623834997483
1.0,linear,21,3.9964962582517357e-14,1.1022575055640719e-14,3.625737396277977
1.0,linear,22,4.384893688916386e-14,1.1591553342756203e-14,3.782835276047446
1.0,linear,23,4.7894226135038606e-14,1.2162543604456641e-14,3.9378462016357365
1.0,linear,24,5.2090191672866115e-14,1.2734810067089184e-14,4.09037837222903
1.0,linear,25,5.643366710934276e-14,1.3308213414329312e-14,4.240514136073225
1.0,linear,26,6.092015788565801e-14,1.3882810684258207e-14,4.388171766595917
1.0,linear,27,6.554647884239722e-14,1.4458763687165796e-14,4.53333910565113
1.0,linear,28,7.03060118400774e-14,1.5035271095493696e-14,4.67607211027603
1.0,linear,29,7.51929300054185e-14,1.5612455948248833e-14,4.8162140700132765
1.0,linear,30,8.020712575197494e-14,1.6190990778901255e-14,4.9538120827351815
1.0,linear,31,8.533800800512626e-14,1.6770096890532226e-14,5.088700951591099
1.0,linear,32,9.058336571526461e-14,1.7349698696059296e-14,5.221033938522469
1.0,linear,33,9.593891846987528e-14,1.7929979247808902e-14,5.350754573884926
1.0,linear,34,1.0139868912985629e-13,1.851077380669327e-14,5.477820116476803
1.0,linear,35,1.0696404952552643e-13,1.909212009827125e-14,5.60252339577582
1.0,linear,36,1.126204296111341e-13,1.967373539354272e-14,5.72440501807797
1.0,linear,37,1.183721424687561e-13,2.0255707994839348e-14,5.843890645486911
1.0,linear,38,1.2421094337110165e-13,2.083789948904664e-14,5.9608188165219165
1.0,linear,39,1.301385646142589e-13,2.1420553376798954e-14,6.075406285031584
1.0,linear,40,1.3614568587670678e-13,2.2003797423788323e-14,6.187372263731149
1.0,linear,41,1.4222608156495238e-13,2.258702212914618e-14,6.296805340329682
1.0,linear,42,1.4838545096681716e-13,2.3170453933488263e-14,6.404080446277129
1.0,linear,43,1.5461674146756788e-13,2.3754065673580742e-14,6.509064325755928
1.0,linear,44,1.6090910820334295e-13,2.433749662070561e-14,6.611571876560481
1.0,linear,45,1.6727084128234816e-13,2.492130228383262e-14,6.711962295440034
1.0,linear,46,1.7369758793940583e-13,2.5505476963907695e-14,6.810207399187316
1.0,linear,47,1.8017626517100571e-13,2.6089506758253487e-14,6.906081699455911
1.0,linear,48,1.8670798693219715e-13,2.667391516312961e-14,6.999646875621651
1.0,linear,49,1.9330090388691004e-13,2.725839974713169e-14,7.091425236995082
1.0,linear,50,1.999447827588434e-13,2.7843111407118387e-14,7.181122103606762
1.0,linear,51,2.0663759089037338e-13,2.8427924577356814e-14,7.26882436767694
1.0,linear,52,2.1337463942952737e-13,2.90126160607453e-14,7.3545466904043835
1.0,linear,53,2.2016176697896375e-13,2.959731625746587e-14,7.438571965910198
1.0,linear,54,2.2698498491222365e-13,3.01820003231909e-14,7.520541464503779
1.0,linear,55,2.338477565563319e-13,3.076691696521732e-14,7.600623644569326
1.0,linear,56,2.407527063177124e-13,3.1351755298395984e-14,7.679082208517676
1.0,linear,57,2.47693944115212e-13,3.193688560651884e-14,7.755732577275902
1.0,linear,58,2.5467188944811166e-13,3.252201883454066e-14,7.830752781485764
