step,index,clean,dp
480,116,6.35571817397817540e-09,9.46869328618049622e-03
480,117,5.94113780394422974e-09,9.12778172641992569e-03
480,118,5.15478415508141552e-09,8.94463062286376953e-03
480,119,5.08950215305503662e-09,8.86393059045076370e-03
480,120,4.86946838407220639e-09,8.72425641864538193e-03
480,121,4.66188421199831282e-09,8.56740865856409073e-03
480,122,4.42655823107429569e-09,8.46951361745595932e-03
480,123,3.97284338760073297e-09,8.38312413543462753e-03
480,124,3.84639609052328524e-09,8.31076130270957947e-03
480,125,3.65177976746622335e-09,8.06761626154184341e-03
480,126,3.29046967451063210e-09,7.92962405830621719e-03
480,127,3.18530601894906340e-09,7.90060404688119888e-03
480,128,3.05299319158791604e-09,7.71573046222329140e-03
480,129,2.91788260220471329e-09,7.62196956202387810e-03
480,130,2.81203038632327207e-09,7.39761814475059509e-03
480,131,2.73689049201664147e-09,7.36297061666846275e-03
480,132,2.43990250226033822e-09,7.30380881577730179e-03
480,133,2.30282770630196865e-09,7.13994819670915604e-03
480,134,2.18386753125798805e-09,6.98582595214247704e-03
480,135,2.08152028946528844e-09,6.85185333713889122e-03
480,136,1.85001236552295723e-09,6.71528512611985207e-03
480,137,1.81395565235220602e-09,6.56065205112099648e-03
480,138,1.61925806096974156e-09,6.53772242367267609e-03
480,139,1.54881818481555911e-09,6.44081318750977516e-03
480,140,1.49928880421867916e-09,6.17315247654914856e-03
480,141,1.41232325834295125e-09,6.07749586924910545e-03
480,142,1.27847610276177193e-09,5.97094744443893433e-03
480,143,1.23593624223872212e-09,5.92843396589159966e-03
480,144,1.21240151251811312e-09,5.71289472281932831e-03
480,145,1.08606024173951710e-09,5.65209519118070602e-03
480,146,9.56937307172722740e-10,5.43584022670984268e-03
480,147,9.09899711132311495e-10,5.39811747148633003e-03
480,148,8.49373682498821836e-10,5.29611576348543167e-03
480,149,8.13568601376601919e-10,5.22165559232234955e-03
480,150,7.27152837942668384e-10,5.03413053229451180e-03
480,151,6.82329026613359702e-10,4.93517518043518066e-03
480,152,6.21556528468403258e-10,4.79896087199449539e-03
480,153,5.97611238273287881e-10,4.61625354364514351e-03
480,154,5.39482791772627479e-10,4.52714413404464722e-03
480,155,5.31974964079751089e-10,4.39031934365630150e-03
480,156,4.54853654741071978e-10,4.32363338768482208e-03
480,157,4.23953372408192308e-10,4.21574572101235390e-03
480,158,3.74160369354115119e-10,4.02504205703735352e-03
480,159,3.30541316539978425e-10,3.90988774597644806e-03
480,160,3.26375981796189762e-10,3.76235437579452991e-03
480,161,2.91727086931814483e-10,3.72404558584094048e-03
480,162,2.77590811448291674e-10,3.57182510197162628e-03
480,163,2.36143216092443708e-10,3.48506867885589600e-03
480,164,2.14547060672920509e-10,3.43334837816655636e-03
480,165,1.99410335466332356e-10,3.23417293839156628e-03
480,166,1.75169587168788610e-10,3.14105278812348843e-03
480,167,1.51570686557356282e-10,2.98595987260341644e-03
480,168,1.33288338699522058e-10,2.94157629832625389e-03
480,169,1.25559937447228265e-10,2.80885072425007820e-03
480,170,1.11342532416180973e-10,2.73959594778716564e-03
480,171,7.32360352917460489e-11,2.60867271572351456e-03
480,172,5.88721085770238517e-11,2.56997137330472469e-03
480,173,5.77401355894568979e-11,2.40703090094029903e-03
480,174,4.60826064807573488e-11,2.23960424773395061e-03
480,175,3.35046192179166979e-11,2.12922040373086929e-03
480,176,2.70542147712271586e-11,2.05910438671708107e-03
480,177,1.99190542532479142e-11,1.90775888040661812e-03
480,178,1.95802211250262204e-11,1.87738228123635054e-03
480,179,1.25719833848902951e-11,1.70221098233014345e-03
480,180,1.18064022100461408e-11,1.50466058403253555e-03
480,181,7.21989872401462840e-12,1.40470545738935471e-03
480,182,6.47487445604166822e-12,1.37019390240311623e-03
480,183,4.95769311020799464e-12,1.20681885164231062e-03
480,184,4.36942105760951272e-12,9.77345625869929790e-04
480,185,3.30578338141040984e-12,7.87128345109522343e-04
480,186,2.84531274409582924e-12,7.52139952965080738e-04
480,187,2.04622798739839684e-12,6.45306019578129053e-04
480,188,1.63457398658084507e-12,5.58845000341534615e-04
480,189,1.24047441155822336e-12,3.79645993234589696e-04
480,190,1.19969203841996386e-12,2.95238365652039647e-04
480,191,7.63109844412190874e-13,2.01845483388751745e-04
480,192,5.15196717752741673e-13,2.66096376435598359e-05
